matchNo,Date,Time,Team1,Team2,Score1,Score2,Note,﻿Date,Date.2,Match No.,Home_team,Away_team,Stadium,City,Round,Home_team_score,Away_team_score,Remark,Referee_name,Assistant Referee 1,Assistant Referee 2,Fourth official,Attendance,Assistant_referee_1_name,Assistant_referee_2_name,Fourth_official_name,﻿matchNo,season_label,season_start_year,season_end_year,stage,source_file
,07.02.2015,18:30,Al-Raed,Al-Faisaly,2,1,,,,,,,,,14,,,,,,,,,,,,97,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,08.02.2015,18:30,Al-Taawon,Al Orubah,1,1,,,,,,,,,14,,,,,,,,,,,,98,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,12.02.2015,18:30,Al-Taawon,Hajer,3,1,,,,,,,,,15,,,,,,,,,,,,99,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,12.02.2015,18:30,Al-Faisaly,Al-Ittihad FC,0,3,,,,,,,,,15,,,,,,,,,,,,100,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,12.02.2015,20:30,Al-Shabab,Al-Fateh,2,2,,,,,,,,,15,,,,,,,,,,,,101,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,14.02.2015,16:05,Al-Shoalah,Al Khaleej,1,1,,,,,,,,,15,,,,,,,,,,,,102,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,14.02.2015,20:30,Al-Nassr,Al-Raed,2,2,,,,,,,,,15,,,,,,,,,,,,103,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,17.02.2015,16:05,Al Orubah,Al-Hilal,1,0,,,,,,,,,15,,,,,,,,,,,,104,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,19.02.2015,16:05,Najran,Al-Taawon,0,1,,,,,,,,,16,,,,,,,,,,,,105,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,19.02.2015,18:15,Hajer,Al-Shabab,4,4,,,,,,,,,16,,,,,,,,,,,,106,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,20.02.2015,18:30,Al-Faisaly,Al-Fateh,4,2,,,,,,,,,16,,,,,,,,,,,,107,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,20.02.2015,20:30,Al-Nassr,Al Khaleej,4,1,,,,,,,,,16,,,,,,,,,,,,108,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,20.02.2015,20:30,Al-Ittihad FC,Al-Shoalah,3,2,,,,,,,,,16,,,,,,,,,,,,109,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,21.02.2015,18:35,Al-Raed,Al Orubah,2,1,,,,,,,,,16,,,,,,,,,,,,110,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,21.02.2015,20:40,Al Ahli SC,Al-Hilal,1,1,,,,,,,,,16,,,,,,,,,,,,111,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,27.02.2015,16:10,Al Orubah,Al-Ittihad FC,0,1,,,,,,,,,17,,,,,,,,,,,,112,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,28.02.2015,16:05,Najran,Al-Hilal,0,2,,,,,,,,,17,,,,,,,,,,,,113,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,28.02.2015,16:05,Al-Shoalah,Al-Shabab,1,2,,,,,,,,,17,,,,,,,,,,,,114,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,28.02.2015,18:20,Al-Fateh,Al-Nassr,1,1,,,,,,,,,17,,,,,,,,,,,,115,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,28.02.2015,18:20,Al Khaleej,Al Ahli SC,1,1,,,,,,,,,17,,,,,,,,,,,,116,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,28.02.2015,20:30,Al-Taawon,Al-Raed,3,1,,,,,,,,,17,,,,,,,,,,,,117,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,01.03.2015,18:20,Hajer,Al-Faisaly,0,2,,,,,,,,,17,,,,,,,,,,,,118,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,06.03.2015,18:45,Al-Raed,Hajer,2,1,,,,,,,,,18,,,,,,,,,,,,119,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,06.03.2015,18:45,Al-Faisaly,Al Orubah,2,0,,,,,,,,,18,,,,,,,,,,,,120,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,06.03.2015,20:30,Al-Ittihad FC,Najran,2,1,,,,,,,,,18,,,,,,,,,,,,121,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,07.03.2015,18:25,Al-Fateh,Al-Taawon,2,0,,,,,,,,,18,,,,,,,,,,,,122,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,07.03.2015,18:25,Al Khaleej,Al-Hilal,0,1,,,,,,,,,18,,,,,,,,,,,,123,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,07.03.2015,20:30,Al-Nassr,Al-Shoalah,5,0,,,,,,,,,18,,,,,,,,,,,,124,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,07.03.2015,20:40,Al-Shabab,Al Ahli SC,2,3,,,,,,,,,18,,,,,,,,,,,,125,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,11.03.2015,20:30,Al Ahli SC,Najran,2,1,,,,,,,,,15,,,,,,,,,,,,126,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,13.03.2015,16:15,Al Orubah,Al-Nassr,0,2,,,,,,,,,19,,,,,,,,,,,,127,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,13.03.2015,18:50,Al-Taawon,Al-Faisaly,0,1,,,,,,,,,19,,,,,,,,,,,,128,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,13.03.2015,20:30,Al-Hilal,Al-Fateh,3,0,,,,,,,,,19,,,,,,,,,,,,129,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,14.03.2015,18:55,Najran,Al-Shabab,2,1,,,,,,,,,19,,,,,,,,,,,,130,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,14.03.2015,20:30,Al Ahli SC,Al-Shoalah,3,0,,,,,,,,,19,,,,,,,,,,,,131,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,15.03.2015,18:30,Hajer,Al Khaleej,1,1,,,,,,,,,19,,,,,,,,,,,,132,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,15.03.2015,20:35,Al-Ittihad FC,Al-Raed,3,1,,,,,,,,,19,,,,,,,,,,,,133,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,21.03.2015,16:15,Al Orubah,Hajer,2,3,,,,,,,,,20,,,,,,,,,,,,134,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,21.03.2015,18:30,Al Khaleej,Al-Ittihad FC,0,1,,,,,,,,,20,,,,,,,,,,,,135,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,21.03.2015,20:40,Al-Raed,Al-Fateh,2,3,,,,,,,,,20,,,,,,,,,,,,136,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,22.03.2015,18:45,Al-Shoalah,Al-Taawon,4,3,,,,,,,,,20,,,,,,,,,,,,137,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,22.03.2015,18:45,Al-Shabab,Al-Hilal,0,1,,,,,,,,,20,,,,,,,,,,,,138,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,22.03.2015,18:45,Al-Faisaly,Najran,0,1,,,,,,,,,20,,,,,,,,,,,,139,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,22.03.2015,20:55,Al-Nassr,Al Ahli SC,3,4,,,,,,,,,20,,,,,,,,,,,,140,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,03.04.2015,18:50,Al-Shabab,Al-Faisaly,2,1,,,,,,,,,21,,,,,,,,,,,,141,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,03.04.2015,20:45,Al Ahli SC,Al-Raed,1,0,,,,,,,,,21,,,,,,,,,,,,142,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,04.04.2015,18:40,Al-Fateh,Al-Shoalah,0,0,,,,,,,,,21,,,,,,,,,,,,143,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,04.04.2015,18:40,Al Khaleej,Al Orubah,2,0,,,,,,,,,21,,,,,,,,,,,,144,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,04.04.2015,21:00,Al-Taawon,Al-Hilal,0,1,,,,,,,,,21,,,,,,,,,,,,145,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,04.04.2015,21:10,Al-Ittihad FC,Al-Nassr,1,3,,,,,,,,,21,,,,,,,,,,,,146,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,09.04.2015,20:30,Hajer,Al-Ittihad FC,0,1,,,,,,,,,22,,,,,,,,,,,,147,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,10.04.2015,18:55,Al-Shoalah,Najran,2,1,,,,,,,,,22,,,,,,,,,,,,148,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,11.04.2015,18:40,Al-Fateh,Al Khaleej,2,0,,,,,,,,,22,,,,,,,,,,,,149,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,11.04.2015,18:55,Al-Nassr,Al-Taawon,2,1,,,,,,,,,22,,,,,,,,,,,,150,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,11.04.2015,19:00,Al-Raed,Al-Shabab,3,1,,,,,,,,,22,,,,,,,,,,,,151,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,11.04.2015,19:25,Al Orubah,Al Ahli SC,1,3,,,,,,,,,22,,,,,,,,,,,,152,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,11.04.2015,21:00,Al-Hilal,Al-Faisaly,3,0,,,,,,,,,22,,,,,,,,,,,,153,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,17.04.2015,19:00,Al-Nassr,Hajer,3,0,,,,,,,,,23,,,,,,,,,,,,154,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,17.04.2015,19:05,Al-Taawon,Al-Shabab,1,1,,,,,,,,,23,,,,,,,,,,,,155,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,17.04.2015,21:10,Al-Hilal,Al-Ittihad FC,3,0,,,,,,,,,23,,,,,,,,,,,,156,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,18.04.2015,18:45,Al Khaleej,Al-Raed,3,0,,,,,,,,,23,,,,,,,,,,,,157,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,18.04.2015,19:00,Najran,Al-Fateh,1,1,,,,,,,,,23,,,,,,,,,,,,158,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,18.04.2015,19:25,Al Orubah,Al-Shoalah,2,0,,,,,,,,,23,,,,,,,,,,,,159,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,18.04.2015,21:00,Al-Faisaly,Al Ahli SC,1,4,,,,,,,,,23,,,,,,,,,,,,160,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,25.04.2015,18:50,Hajer,Al-Shoalah,2,1,,,,,,,,,24,,,,,,,,,,,,161,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,25.04.2015,19:00,Najran,Al Khaleej,1,4,,,,,,,,,24,,,,,,,,,,,,162,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,26.04.2015,19:00,Al-Shabab,Al Orubah,3,0,,,,,,,,,24,,,,,,,,,,,,163,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,26.04.2015,21:00,Al-Raed,Al-Hilal,1,1,,,,,,,,,24,,,,,,,,,,,,164,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,26.04.2015,21:00,Al-Faisaly,Al-Nassr,1,5,,,,,,,,,24,,,,,,,,,,,,165,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,27.04.2015,21:00,Al-Ittihad FC,Al-Taawon,4,3,,,,,,,,,24,,,,,,,,,,,,166,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,28.04.2015,20:40,Al Ahli SC,Al-Fateh,5,0,,,,,,,,,24,,,,,,,,,,,,167,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,10.05.2015,19:00,Al Khaleej,Al-Faisaly,4,2,,,,,,,,,25,,,,,,,,,,,,168,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,10.05.2015,21:00,Al-Shoalah,Al-Raed,2,2,,,,,,,,,25,,,,,,,,,,,,169,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,10.05.2015,21:00,Al-Shabab,Al-Ittihad FC,3,4,,,,,,,,,25,,,,,,,,,,,,170,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,10.05.2015,21:00,Al-Hilal,Al-Nassr,0,1,,,,,,,,,25,,,,,,,,,,,,171,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,10.05.2015,21:00,Al-Fateh,Hajer,3,1,,,,,,,,,25,,,,,,,,,,,,172,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,10.05.2015,21:00,Al Orubah,Najran,0,1,,,,,,,,,25,,,,,,,,,,,,173,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,10.05.2015,21:00,Al Ahli SC,Al-Taawon,2,2,,,,,,,,,25,,,,,,,,,,,,174,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,14.05.2015,19:15,Najran,Al-Raed,1,2,,,,,,,,,26,,,,,,,,,,,,175,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,15.05.2015,19:00,Al-Shoalah,Al-Faisaly,2,1,,,,,,,,,26,,,,,,,,,,,,176,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,15.05.2015,19:00,Al-Fateh,Al Orubah,1,0,,,,,,,,,26,,,,,,,,,,,,177,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,15.05.2015,19:25,Al-Taawon,Al Khaleej,4,4,,,,,,,,,26,,,,,,,,,,,,178,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,15.05.2015,21:00,Al-Nassr,Al-Shabab,0,0,,,,,,,,,26,,,,,,,,,,,,179,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,15.05.2015,21:00,Al-Ittihad FC,Al Ahli SC,1,1,,,,,,,,,26,,,,,,,,,,,,180,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,15.05.2015,21:00,Al-Hilal,Hajer,5,1,,,,,,,,,26,,,,,,,,,,,,181,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,18.05.2015,19:15,Najran,Hajer,1,2,,,,,,,,,21,,,,,,,,,,,,182,2014-2015,2014,2015,FS,SPL-2014-2015-FS.csv
,19.08. 2015,20:45,Al-Hilal,Al Wehda,2,0,,,,,,,,,1,,,,,,,,,,,,1,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,20.08. 2015,18:55,Al Khaleej,Al-Fateh,0,2,,,,,,,,,1,,,,,,,,,,,,2,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,20.08.2015,21:15,Najran,Al-Ittihad FC,1,2,,,,,,,,,1,,,,,,,,,,,,3,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,21.08.2015,19:15,Al-Taawon,Al Ahli SC,0,0,,,,,,,,,1,,,,,,,,,,,,4,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,21.08.2015,21:15,Al-Nassr,Hajer,0,0,,,,,,,,,1,,,,,,,,,,,,5,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,22.08.2015,18:55,Qadisiya,Al-Faisaly,1,0,,,,,,,,,1,,,,,,,,,,,,6,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,22.08.2015,21:00,Al-Shabab,Al-Raed,3,1,,,,,,,,,1,,,,,,,,,,,,7,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,27.08.2015,18:45,Al Khaleej,Al Ahli SC,0,4,,,,,,,,,2,,,,,,,,,,,,8,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,27.08.2015,21:00,Al-Raed,Al-Ittihad FC,0,2,,,,,,,,,2,,,,,,,,,,,,9,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,28.08.2015,18:45,Hajer,Al-Shabab,1,2,,,,,,,,,2,,,,,,,,,,,,10,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,28.08.2015,18:45,Al Qadisiya,Al-Nassr,2,2,,,,,,,,,2,,,,,,,,,,,,11,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,28.08.2015,21:00,Al-Faisaly,Al-Taawon,1,2,,,,,,,,,2,,,,,,,,,,,,12,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,29.08.2015,18:45,Al-Fateh,Al-Hilal,1,2,,,,,,,,,2,,,,,,,,,,,,13,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,29.08.2015,21:00,Al Wehda,Najran,1,1,,,,,,,,,2,,,,,,,,,,,,14,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,17.09.2015,20:15,Al-Shabab,Al Khaleej,0,0,,,,,,,,,3,,,,,,,,,,,,15,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,18.09.2015,18:45,Al-Taawon,Al Qadisiya,5,1,,,,,,,,,3,,,,,,,,,,,,16,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,18.09.2015,21:00,Al-Nassr,Najran,2,0,,,,,,,,,3,,,,,,,,,,,,17,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,18.09.2015,21:00,Al Ahli SC,Al Wehda,2,0,,,,,,,,,3,,,,,,,,,,,,18,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,19.09.2015,18:20,Al-Fateh,Hajer,1,1,,,,,,,,,3,,,,,,,,,,,,19,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,19.09.2015,21:00,Al-Ittihad FC,Al-Faisaly,1,2,,,,,,,,,3,,,,,,,,,,,,20,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,20.09.2015,18:35,Al-Hilal,Al-Raed,1,0,,,,,,,,,3,,,,,,,,,,,,21,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,16.10.2015,17:50,Hajer,Al Khaleej,1,2,,,,,,,,,4,,,,,,,,,,,,22,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,16.10.2015,18:15,Al-Raed,Al-Fateh,0,0,,,,,,,,,4,,,,,,,,,,,,23,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,16.10.2015,20:00,Al Wehda,Al-Faisaly,2,2,,,,,,,,,4,,,,,,,,,,,,24,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,17.10.2015,17:50,Al Qadisiya,Al-Ittihad FC,1,3,,,,,,,,,4,,,,,,,,,,,,25,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,17.10.2015,20:30,Najran,Al-Shabab,0,1,,,,,,,,,4,,,,,,,,,,,,26,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,18.10.2015,20:30,Al Ahli SC,Al-Nassr,4,2,,,,,,,,,4,,,,,,,,,,,,27,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,25.10.2015,20:00,Al-Hilal,Al-Taawon,3,1,,,,,,,,,4,,,,,,,,,,,,28,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,29.10.2015,17:40,Al Qadisiya,Al-Raed,1,1,,,,,,,,,5,,,,,,,,,,,,29,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,29.10.2015,17:40,Al Khaleej,Al-Taawon,1,1,,,,,,,,,5,,,,,,,,,,,,30,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,29.10.2015,18:00,Al-Faisaly,Hajer,3,1,,,,,,,,,5,,,,,,,,,,,,31,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,29.10.2015,20:15,Al Wehda,Al-Nassr,0,2,,,,,,,,,5,,,,,,,,,,,,32,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,30.10.2015,17:40,Al-Fateh,Al-Shabab,0,0,,,,,,,,,5,,,,,,,,,,,,33,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,30.10.2015,20:15,Najran,Al Ahli SC,0,1,,,,,,,,,5,,,,,,,,,,,,34,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,30.10.2015,20:30,Al-Ittihad FC,Al-Hilal,4,3,,,,,,,,,5,,,,,,,,,,,,35,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,02.11.2015,17:40,Hajer,Al Wehda,1,2,,,,,,,,,6,,,,,,,,,,,,36,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,02.11.2015,18:00,Al-Raed,Al Khaleej,0,2,,,,,,,,,6,,,,,,,,,,,,37,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,02.11.2015,20:15,Al-Nassr,Al-Faisaly,0,0,,,,,,,,,6,,,,,,,,,,,,38,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,03.11.2015,17:40,Al-Fateh,Al-Ittihad FC,1,1,,,,,,,,,6,,,,,,,,,,,,39,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,03.11.2015,17:55,Al-Hilal,Al Qadisiya,1,0,,,,,,,,,6,,,,,,,,,,,,40,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,03.11.2015,18:00,Al-Taawon,Najran,4,1,,,,,,,,,6,,,,,,,,,,,,41,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,03.11.2015,20:30,Al-Shabab,Al Ahli SC,1,1,,,,,,,,,6,,,,,,,,,,,,42,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,07.11.2015,17:35,Al Khaleej,Najran,3,1,,,,,,,,,7,,,,,,,,,,,,43,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,20.11.2015,17:30,Al-Fateh,Al Wehda,2,0,,,,,,,,,8,,,,,,,,,,,,44,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,20.11.2015,17:50,Al-Faisaly,Al-Raed,2,2,,,,,,,,,8,,,,,,,,,,,,45,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,20.11.2015,20:10,Najran,Hajer,2,0,,,,,,,,,8,,,,,,,,,,,,46,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,21.11.2015,17:30,Al Qadisiya,Al-Shabab,0,1,,,,,,,,,8,,,,,,,,,,,,47,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,21.11.2015,17:45,Al-Hilal,Al Khaleej,7,0,,,,,,,,,8,,,,,,,,,,,,48,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,21.11.2015,17:55,Al-Taawon,Al-Nassr,3,3,,,,,,,,,8,,,,,,,,,,,,49,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,22.11.2015,20:10,Al-Ittihad FC,Al Ahli SC,0,3,,,,,,,,,8,,,,,,,,,,,,50,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,25.11.2015,17:30,Hajer,Al-Taawon,1,4,,,,,,,,,9,,,,,,,,,,,,51,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,25.11.2015,20:00,Al-Raed,Al Wehda,1,0,,,,,,,,,9,,,,,,,,,,,,52,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,26.11.2015,17:45,Al-Nassr,Al-Fateh,3,1,,,,,,,,,9,,,,,,,,,,,,53,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,26.11.2015,20:00,Al Ahli SC,Al-Faisaly,1,1,,,,,,,,,9,,,,,,,,,,,,54,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,27.11.2015,17:30,Al Khaleej,Al-Ittihad FC,2,2,,,,,,,,,9,,,,,,,,,,,,55,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,27.11.2015,20:00,Al-Shabab,Al-Hilal,0,1,,,,,,,,,9,,,,,,,,,,,,56,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,28.11.2015,19:40,Najran,Al Qadisiya,1,1,,,,,,,,,9,,,,,,,,,,,,57,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,03.12.2015,17:50,Al-Raed,Al-Nassr,0,0,,,,,,,,,10,,,,,,,,,,,,58,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,03.12.2015,20:00,Al Wehda,Al Qadisiya,1,0,,,,,,,,,10,,,,,,,,,,,,59,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,03.12.2015,20:00,Al Ahli SC,Hajer,1,0,,,,,,,,,10,,,,,,,,,,,,60,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,04.12.2015,17:30,Al-Fateh,Al-Taawon,1,0,,,,,,,,,10,,,,,,,,,,,,61,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,04.12.2015,17:45,Al-Faisaly,Al Khaleej,1,2,,,,,,,,,10,,,,,,,,,,,,62,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,04.12.2015,20:00,Al-Ittihad FC,Al-Shabab,2,1,,,,,,,,,10,,,,,,,,,,,,63,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,04.12.2015,20:00,Al-Hilal,Najran,2,0,,,,,,,,,10,,,,,,,,,,,,64,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,09.12.2015,18:20,Najran,Al-Faisaly,0,1,,,,,,,,,11,,,,,,,,,,,,65,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,09.12.2015,20:00,Al-Taawon,Al-Raed,2,0,,,,,,,,,11,,,,,,,,,,,,66,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,10.12.2015,17:30,Al Khaleej,Al-Nassr,1,1,,,,,,,,,11,,,,,,,,,,,,67,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,10.12.2015,20:00,Al-Ittihad FC,Hajer,5,0,,,,,,,,,11,,,,,,,,,,,,68,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,10.12.2015,20:15,Al-Hilal,Al Ahli SC,1,2,,,,,,,,,11,,,,,,,,,,,,69,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,11.12.2015,17:30,Al Qadisiya,Al-Fateh,2,1,,,,,,,,,11,,,,,,,,,,,,70,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,11.12.2015,20:00,Al Wehda,Al-Shabab,2,1,,,,,,,,,11,,,,,,,,,,,,71,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,14.12.2015,17:30,Hajer,Al-Hilal,1,5,,,,,,,,,12,,,,,,,,,,,,72,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,14.12.2015,17:45,Al-Shabab,Al-Faisaly,0,1,,,,,,,,,12,,,,,,,,,,,,73,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,14.12.2015,20:00,Al-Nassr,Al-Ittihad FC,3,0,,,,,,,,,12,,,,,,,,,,,,74,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
,14.12.2015,20:00,Al Ahli SC,Al-Raed,3,1,,,,,,,,,12,,,,,,,,,,,,75,2015-2016,2015,2016,FS,SPL-2015-2016-FS.csv
